symbol	gene_number	ensembl_gene	ensembl_trans	chebl_id	uniprot_gname	entrez_id	wikigene
PRDX6	9588.1	ENSG00000117592	ENST00000340385		P30041	9588.0	9588.0
MPO	4353.1	ENSG00000005381	ENST00000225275	CHEMBL2439	P05164	4353.0	4353.0
PFAS	5198.1	ENSG00000178921	ENST00000585183			5198.0	5198.0
SULT2B1	6820.2	ENSG00000088002	ENST00000201586	CHEMBL1743297	O00204	6820.0	6820.0
PRODH	5625.1	ENSG00000277196	ENST00000621424		Q9WU79	5625.0	5625.0
P4HA1	5033.1	ENSG00000122884	ENST00000307116	CHEMBL1250350	P13674	5033.0	5033.0
P4HB	5034.1	ENSG00000185624	ENST00000331483	CHEMBL2364681	P07237	5034.0	5034.0
P4HA2	8974.1	ENSG00000072682	ENST00000401867	CHEMBL5640	O15460	8974.0	8974.0
PRODH2	58510.1	ENSG00000250799	ENST00000588266			58510.0	58510.0
SLCO2A1	6578.1	ENSG00000174640	ENST00000310926	CHEMBL2073703	Q92959	6578.0	6578.0
PRPS1L1	221823.2	ENSG00000229937	ENST00000506618			221823.0	221823.0
PRPS1	5631.1	ENSG00000147224	ENST00000372435	CHEMBL2638	P60891	5631.0	5631.0
PRPS1L1	221823.1	ENSG00000229937	ENST00000506618			221823.0	221823.0
PRPS2	5634.1	ENSG00000101911	ENST00000380663		P60891	5634.0	5634.0
PISD	23761.1	ENSG00000241878	ENST00000382151		Q9UG56	23761.0	23761.0
PSAT1	29968.1	ENSG00000135069	ENST00000347159		Q9Y617	29968.0	29968.0
PSAT1	29968.2	ENSG00000135069	ENST00000347159		Q9Y617	29968.0	29968.0
PSPHP1	8781.1	pseudogene based on EntrezGene				8781.0	
PSPH	5723.1	ENSG00000146733	ENST00000437355		P78330	5723.0	5723.0
PTDSS1	9791.1	ENSG00000156471	ENST00000517309		P48651	9791.0	9791.0
PTDSS2	81490.1	ENSG00000174915	ENST00000308020		Q9BVG9	81490.0	81490.0
ACOT2	10965.1	ENSG00000119673	ENST00000538782			10965.0	10965.0
ACOT8	10005.1	ENSG00000101473	ENST00000217455		O14734	10005.0	10005.0
ACOT8	10005.3	ENSG00000101473	ENST00000217455		O14734	10005.0	10005.0
ACOT8	10005.2	ENSG00000101473	ENST00000217455		O14734	10005.0	10005.0
ACOT4	122970.1	ENSG00000177465	ENST00000326303		Q8N9L9	122970.0	122970.0
PTS	5805.1	ENSG00000150787	ENST00000280362		Q03393	5805.0	5805.0
SAT1	6303.1	ENSG00000130066	ENST00000379251			6303.0	6303.0
SAT2	112483.1	ENSG00000141504	ENST00000269298		Q96F10	112483.0	112483.0
PDXK	8566.1	ENSG00000160209	ENST00000398081		Q8K183	8566.0	8566.0
PKM	5315.2	ENSG00000067225	ENST00000565184	CHEMBL1075189	P14618	5315.0	5315.0
PKLR	5313.2	ENSG00000143627	ENST00000392414	CHEMBL1075126	P30613	5313.0	5313.0
PKM	5315.3	ENSG00000067225	ENST00000565184	CHEMBL1075189	P14618	5315.0	5315.0
PKLR	5313.1	ENSG00000143627	ENST00000392414	CHEMBL1075126	P30613	5313.0	5313.0
PKM	5315.1	ENSG00000067225	ENST00000565184	CHEMBL1075189	P14618	5315.0	5315.0
UPP1	7378.2	ENSG00000183696	ENST00000416681		P52624	7378.0	7378.0
UPP1	7378.1	ENSG00000183696	ENST00000416681		P52624	7378.0	7378.0
GSTM1	2944.1	ENSG00000134184	ENST00000309851	CHEMBL2081	P09488	2944.0	2944.0
GSTM1	2944.2	ENSG00000134184	ENST00000309851	CHEMBL2081	P09488	2944.0	2944.0
RFK	55312.1	ENSG00000135002	ENST00000376736		Q969G6	55312.0	55312.0
RDH5	5959.1	ENSG00000135437	ENST00000547072			5959.0	5959.0
RDH16	8608.1	ENSG00000139547	ENST00000398138		O75452	8608.0	8608.0
RDH10	157506.1	ENSG00000121039	ENST00000240285		Q8IZV5	157506.0	157506.0
RDH13	112724.1	ENSG00000160439	ENST00000622200			112724.0	112724.0
RDH12	145226.1	ENSG00000139988	ENST00000551171		Q96NR8	145226.0	145226.0
RDH11	51109.1	ENSG00000072042	ENST00000381346		Q8TC12	51109.0	51109.0
SDR16C5	195814.1	ENSG00000170786	ENST00000396721		Q8N3Y7	195814.0	195814.0
RDH14	57665.1	ENSG00000240857	ENST00000381249		Q9HBH5	57665.0	57665.0
RDH8	50700.1	ENSG00000080511	ENST00000591589		Q9NYR8	50700.0	50700.0
PNPLA4	8228.1	ENSG00000006757	ENST00000381042		P41247	8228.0	8228.0
SLC52A3	113278.1	ENSG00000101276	ENST00000217254		Q9NQ40	113278.0	113278.0
RRM1	6240.1	ENSG00000167325	ENST00000532170		Q9NTD8	6240.0	6240.0
RRM2	6241.1	ENSG00000171848	ENST00000360566	CHEMBL2095215	P31350	6241.0	6241.0
RRM2B	50484.1	ENSG00000048392	ENST00000251810	CHEMBL2095215	Q7LG56	50484.0	50484.0
NMRK1	54981.1	ENSG00000106733	ENST00000376811			54981.0	54981.0
RPE	6120.1	ENSG00000197713	ENST00000359429		Q96AT9	6120.0	6120.0
RPE	6120.2	ENSG00000197713	ENST00000359429		Q96AT9	6120.0	6120.0
RPIA	22934.1	ENSG00000153574	ENST00000283646		P49247	22934.0	22934.0
ST3GAL4	6484.1	ENSG00000110080	ENST00000534733			6484.0	6484.0
ST3GAL1	6482.1	ENSG00000008513	ENST00000521180		Q11201	6482.0	6482.0
ST3GAL2	6483.1	ENSG00000157350	ENST00000393640		Q16842	6483.0	6483.0
ST3GAL1	6482.2	ENSG00000008513	ENST00000521180		Q11201	6482.0	6482.0
ST3GAL3	6487.4	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.9	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.11	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.6	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.7	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.1	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.5	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.1	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.2	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.8	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST3GAL3	6487.3	ENSG00000126091	ENST00000532911		P97325	6487.0	6487.0
ST6GAL1	6480.1	ENSG00000073849	ENST00000169298		P15907	6480.0	6480.0
ST6GAL1	6480.3	ENSG00000073849	ENST00000169298		P15907	6480.0	6480.0
ST6GAL1	6480.2	ENSG00000073849	ENST00000169298		P15907	6480.0	6480.0
UST	10090.1	ENSG00000111962	ENST00000367463		Q9Y2C2	10090.0	10090.0
HS2ST1	9653.1	ENSG00000153936	ENST00000370551		Q7LGA3	9653.0	9653.0
IDS	3423.1	ENSG00000010404	ENST00000340855		P22304	3423.0	3423.0
IDS	3423.2	ENSG00000010404	ENST00000340855		P22304	3423.0	3423.0
HS3ST1	9957.1	ENSG00000002587	ENST00000002596		O14792	9957.0	9957.0
HS3ST4	9951.1	ENSG00000182601	ENST00000331351		Q9Y661	9951.0	9951.0
HS3ST5	222537.1	ENSG00000249853	ENST00000312719		Q8IZT8	222537.0	222537.0
HS3ST2	9956.1	ENSG00000122254	ENST00000261374		Q9Y278	9956.0	9956.0
HS3ST3A1	9955.1	ENSG00000153976	ENST00000284110		Q9Y663	9955.0	9955.0
HS3ST3B1	9953.1	ENSG00000125430	ENST00000466596		Q9Y662	9953.0	9953.0
HS3ST6	64711.1	ENSG00000276333	ENST00000293937		Q96QI5	64711.0	64711.0
CHST14	113189.1	ENSG00000169105	ENST00000306243		Q8NCH0	113189.0	113189.0
CHST11	50515.1	ENSG00000171310	ENST00000547956			50515.0	50515.0
CHST13	166012.1	ENSG00000180767	ENST00000319340		Q8NET6	166012.0	166012.0
CHST12	55501.1	ENSG00000136213	ENST00000258711		Q9NRB3	55501.0	101927181.0
ARSB	411.2	ENSG00000113273	ENST00000264914	CHEMBL2399	P15848	411.0	411.0
ARSB	411.1	ENSG00000113273	ENST00000264914	CHEMBL2399	P15848	411.0	411.0
CHST5	23563.2	ENSG00000135702	ENST00000336257		Q9GZS9	23563.0	23563.0
CHST2	9435.1	ENSG00000175040	ENST00000309575		Q9Y4C5	9435.0	9435.0
CHST5	23563.1	ENSG00000135702	ENST00000336257		Q9GZS9	23563.0	23563.0
CHST4	10164.1	ENSG00000140835	ENST00000338482	CHEMBL2239	Q8NCG5	10164.0	10164.0
CHST6	4166.1	ENSG00000183196	ENST00000332272		Q9GZX3	4166.0	4166.0
CHST1	8534.1	ENSG00000175264	ENST00000308064		O43916	8534.0	8534.0
CHST3	9469.1	ENSG00000122863	ENST00000373115		Q7LGC8	9469.0	9469.0
CHST7	56548.1	ENSG00000147119	ENST00000276055		Q9NS84	56548.0	56548.0
HS6ST3	266722.1	ENSG00000185352	ENST00000376705		Q8IZP7	266722.0	266722.0
HS6ST1	9394.1	ENSG00000136720	ENST00000259241		O60243	9394.0	9394.0
HS6ST2	90161.2	ENSG00000171004	ENST00000370836		Q96MM7	90161.0	90161.0
HS6ST2	90161.1	ENSG00000171004	ENST00000370836		Q96MM7	90161.0	90161.0
GNS	2799.1	ENSG00000135677	ENST00000418919		Q8BFR4	2799.0	2799.0
AASS	10157.1	ENSG00000008311	ENST00000393376		Q9UDR5	10157.0	10157.0
COMTD1	118881.1	ENSG00000165644	ENST00000372538		Q86VU5	118881.0	118881.0
HNMT	3176.1	ENSG00000150540	ENST00000410115	CHEMBL2190	P50135	3176.0	3176.0
SARDH	1757.1	ENSG00000123453	ENST00000371872		Q9UL12	1757.0	1757.0
SGPP1	81537.1	ENSG00000126821	ENST00000247225		Q9BX95	81537.0	81537.0
SORD	6652.1	ENSG00000140263	ENST00000267814	CHEMBL2275	Q00796	6652.0	6652.0
SCP2	6342.1	ENSG00000116171	ENST00000371514	CHEMBL5950	P22307	6342.0	6342.0
AHCYL2	23382.1	ENSG00000158467	ENST00000325006		Q96HN2	23382.0	23382.0
SCLY	51540.1	ENSG00000132330	ENST00000254663			51540.0	51540.0
SEPHS1	22929.1	ENSG00000086475	ENST00000327347		P49903	22929.0	22929.0
SEPHS2	22928.1	ENSG00000179918	ENST00000478753			22928.0	22928.0
SLC13A1	6561.1	ENSG00000081800	ENST00000194130		Q9BZW2	6561.0	6561.0
SLC7A7	9056.1	ENSG00000155465	ENST00000285850		Q9UM01	9056.0	9056.0
SPTLC1	10558.1	ENSG00000090054	ENST00000262554	CHEMBL1250343	O15269	10558.0	10558.0
SPTLC2	9517.1	ENSG00000100596	ENST00000216484	CHEMBL1250344	O15270	9517.0	9517.0
SPTLC3	55304.1	ENSG00000172296	ENST00000434210		Q9NUV7	55304.0	55304.0
ESD	2098.1	ENSG00000139684	ENST00000378720	CHEMBL2189130	P10768	2098.0	2098.0
SGPL1	8879.1	ENSG00000166224	ENST00000373202		O95470	8879.0	8879.0
NEU2	4759.1	ENSG00000115488	ENST00000233840	CHEMBL3200	Q9Y3R4	4759.0	4759.0
NEU4	129807.1	ENSG00000204099	ENST00000621851	CHEMBL4174	Q8WWR8	129807.0	129807.0
ST3GAL5	8869.1	ENSG00000115525	ENST00000393808		Q9UNP4	8869.0	8869.0
SPHK2	56848.1	ENSG00000063176	ENST00000245222	CHEMBL3023	Q9NRA0	56848.0	56848.0
SPHK1	8877.1	ENSG00000176170	ENST00000591651		Q9NRA0	8877.0	8877.0
SMPD3	55512.1	ENSG00000103056	ENST00000219334		Q9NY59	55512.0	55512.0
SMPD3	55512.2	ENSG00000103056	ENST00000219334		Q9NY59	55512.0	55512.0
ENPP7	339221.1	ENSG00000182156	ENST00000328313	CHEMBL6058	Q6UWV6	339221.0	339221.0
SMPD4	55627.1	ENSG00000136699	ENST00000454468		Q6ZPR5	55627.0	55627.0
SMPD1	6609.1	ENSG00000166311	ENST00000342245	CHEMBL2760	P17405	6609.0	6609.0
SMPD2	6610.1	ENSG00000135587	ENST00000258052	CHEMBL4712	O60906	6610.0	6610.0
SGMS1	259230.1	ENSG00000198964	ENST00000361781		Q86VZ5	259230.0	259230.0
SLC26A7	115111.1	ENSG00000147606	ENST00000522181		Q8R2Z3	115111.0	115111.0
SLC26A9	115019.2	ENSG00000174502	ENST00000340781		Q7LBE3	115019.0	115019.0
SLC26A7	115111.2	ENSG00000147606	ENST00000522181		Q8R2Z3	115111.0	115111.0
SLC26A8	116369.2	ENSG00000112053	ENST00000490799		Q96RN1	116369.0	116369.0
SLC26A11	284129.1	ENSG00000181045	ENST00000577155			284129.0	284129.0
SLC26A8	116369.1	ENSG00000112053	ENST00000490799		Q96RN1	116369.0	116369.0
SLC26A9	115019.1	ENSG00000174502	ENST00000340781		Q7LBE3	115019.0	115019.0
SLC13A4	26266.1	ENSG00000164707	ENST00000354042		Q9UKG4	26266.0	26266.0
SOAT1	6646.1	ENSG00000057252	ENST00000367619	CHEMBL2782	P35610	6646.0	6646.0
SRM	6723.1	ENSG00000116649	ENST00000376957	CHEMBL4232	P19623	6723.0	6723.0
SOD1	6647.1	ENSG00000142168	ENST00000270142	CHEMBL2354	P00441	6647.0	6647.0
SOD3	6649.1	ENSG00000109610	ENST00000598411		P08294	6649.0	6649.0
SOD2	6648.1	ENSG00000112096	ENST00000538183		P04179	6648.0	6648.0
SPR	6697.1	ENSG00000116096	ENST00000234454		P35270	6697.0	6697.0
SMS	6611.1	ENSG00000102172	ENST00000404933	CHEMBL4934	P52788	6611.0	6611.0
SQLE	6713.1	ENSG00000104549	ENST00000523430		P52019	6713.0	6713.0
FDFT1	2222.1	ENSG00000079459	ENST00000530337		P53798	2222.0	2222.0
SRD5A1	6715.1	ENSG00000145545	ENST00000274192	CHEMBL1787	P18405	6715.0	6715.0
SRD5A2	6716.1	ENSG00000277893	ENST00000622030	CHEMBL1856	P31213	6716.0	6716.0
AANAT	15.1	ENSG00000129673	ENST00000250615		Q16613	15.0	15.0
INMT	11185.1	ENSG00000241644	ENST00000013222	CHEMBL2131	O95050	11185.0	11185.0
SLC6A4	6532.1	ENSG00000108576	ENST00000401766	CHEMBL2111346	P31645	6532.0	6532.0
ST3GAL6	10402.1	ENSG00000064225	ENST00000483910		Q9Y274	10402.0	10402.0
ST6GALNAC2	10610.1	ENSG00000070731	ENST00000225276		Q9UJ37	10610.0	10610.0
ST6GALNAC3	256435.1	ENSG00000184005	ENST00000328299		Q8NDV1	256435.0	256435.0
ST6GALNAC6	30815.1	ENSG00000160408	ENST00000373146		Q969X2	30815.0	30815.0
ST6GALNAC5	81849.1	ENSG00000117069	ENST00000477717		Q9BVH7	81849.0	81849.0
ST8SIA1	6489.1	ENSG00000111728	ENST00000396037		Q92185	6489.0	6489.0
ST8SIA5	29906.1	ENSG00000101638	ENST00000538168		O15466	29906.0	29906.0
STS	412.1	ENSG00000101846	ENST00000217961	CHEMBL3559	P08842	412.0	412.0
SDHA	6389.1	ENSG00000073578	ENST00000264932	CHEMBL5758	P31040	6389.0	6389.0
SDHD	6392.1	ENSG00000204370	ENST00000375549		O14521	6392.0	6392.0
SDHC	6391.1	ENSG00000143252	ENST00000367975		Q99643	6391.0	6391.0
SDHB	6390.1	ENSG00000117118	ENST00000375499		P21912	6390.0	6390.0
SUOX	6821.1	ENSG00000139531	ENST00000356124		P51687	6821.0	6821.0
TALDO1	6888.1	ENSG00000177156	ENST00000319006		P37837	6888.0	6888.0
SLC6A6	6533.1	ENSG00000131389	ENST00000610642		O35316	6533.0	6533.0
TGDS	23483.1	ENSG00000088451	ENST00000261296		O95455	23483.0	23483.0
PCBD1	5092.1	ENSG00000166228	ENST00000299299		P61457	5092.0	5092.0
PCBD1	5092.2	ENSG00000166228	ENST00000299299		P61457	5092.0	5092.0
NNT	23530.2	ENSG00000112992	ENST00000505678			23530.0	23530.0
NNT	23530.1	ENSG00000112992	ENST00000505678			23530.0	23530.0
SLC19A2	10560.1	ENSG00000117479	ENST00000236137	CHEMBL3079	O60779	10560.0	10560.0
THTPA	79178.1	ENSG00000259431	ENST00000404535		Q9BU02	79178.0	79178.0
SDSL	113675.1	ENSG00000139410	ENST00000403593		Q96GA7	113675.0	113675.0
THNSL1	79896.1	ENSG00000185875	ENST00000524413		Q8IYQ7	79896.0	79896.0
SLC16A2	6567.1	ENSG00000147100	ENST00000587091		P36021	6567.0	6567.0
TKT	7086.1	ENSG00000163931	ENST00000462138	CHEMBL4983	P29401	7086.0	7086.0
TKTL2	84076.1	ENSG00000151005	ENST00000280605		Q9H0I9	84076.0	84076.0
TKTL1	8277.1	ENSG00000007350	ENST00000369915		P51854	8277.0	8277.0
TPK1	27010.1	ENSG00000196511	ENST00000482940			27010.0	27010.0
TYMP	1890.1	ENSG00000025708	ENST00000395680	CHEMBL3106	P19971	1890.0	1890.0
TYMS	7298.1	ENSG00000176890	ENST00000323274	CHEMBL1952	P04818	7298.0	7298.0
TMLHE	55217.1	ENSG00000185973	ENST00000334398		Q9NVH6	55217.0	55217.0
TPI1	7167.1	ENSG00000111669	ENST00000229270	CHEMBL4880	P60174	7167.0	7167.0
TPI1P2	286016.1	ENSG00000230359				286016.0	
TXNRD1	7296.3	ENSG00000198431	ENST00000525566		Q86VQ6	7296.0	7296.0
TXNRD1	7296.1	ENSG00000198431	ENST00000525566		Q86VQ6	7296.0	7296.0
TXNRD1	7296.4	ENSG00000198431	ENST00000525566		Q86VQ6	7296.0	7296.0
TXNRD1	7296.2	ENSG00000198431	ENST00000525566		Q86VQ6	7296.0	7296.0
TXNRD3	114112.1	ENSG00000197763	ENST00000519162		Q86VQ6	114112.0	114112.0
TXNRD2	10587.1	ENSG00000184470	ENST00000400518		Q86VQ6	10587.0	10587.0
TXNRD2	10587.3	ENSG00000184470	ENST00000400518		Q86VQ6	10587.0	10587.0
TXNRD2	10587.2	ENSG00000184470	ENST00000400518		Q86VQ6	10587.0	10587.0
ATHL1	80162.1	ENSG00000142102	ENST00000409548		Q32M88	80162.0	80162.0
TREH	11181.1	ENSG00000118094	ENST00000264029	CHEMBL3087	O43280	11181.0	11181.0
TPH1	7166.1	ENSG00000129167	ENST00000250018	CHEMBL5689	P17752	7166.0	7166.0
TPH2	121278.1	ENSG00000139287	ENST00000333850	CHEMBL5433	Q8IWU9	121278.0	121278.0
TDO2	6999.1	ENSG00000151790	ENST00000506072			6999.0	6999.0
IDO2	169355.1	ENSG00000188676	ENST00000389060		Q6ZQW0	169355.0	169355.0
TBXAS1	6916.1	ENSG00000059377	ENST00000425687	CHEMBL1835	P24557	6916.0	6916.0
TH	7054.1	ENSG00000180176	ENST00000381178	CHEMBL1969	P07101	7054.0	7054.0
TH	7054.3	ENSG00000180176	ENST00000381178	CHEMBL1969	P07101	7054.0	7054.0
TH	7054.2	ENSG00000180176	ENST00000381178	CHEMBL1969	P07101	7054.0	7054.0
TYRP1	7306.1	ENSG00000107165	ENST00000473763			7306.0	7306.0
GALE	2582.1	ENSG00000117308	ENST00000374497	CHEMBL5843	Q14376	2582.0	2582.0
GALE	2582.2	ENSG00000117308	ENST00000374497	CHEMBL5843	Q14376	2582.0	2582.0
UAP1	6675.1	ENSG00000117143	ENST00000367926		Q16222	6675.0	6675.0
UAP1L1	91373.1	ENSG00000197355	ENST00000409858		Q3KQV9	91373.0	91373.0
ALG5	29880.1	ENSG00000120697	ENST00000239891		Q9Y673	29880.0	29880.0
SLC35A2	7355.1	ENSG00000102100	ENST00000247138		P78381	7355.0	7355.0
UGDH	7358.1	ENSG00000109814	ENST00000316423		O60701	7358.0	7358.0
SLC35D1	23169.1	ENSG00000116704	ENST00000235345		Q9NTN3	23169.0	23169.0
SLC35A3	23443.1	ENSG00000117620	ENST00000370155		Q9Y2D2	23443.0	23443.0
SLC35B4	84912.1	ENSG00000205060	ENST00000378509		Q969S0	84912.0	84912.0
SLC35D2	11046.1	ENSG00000130958	ENST00000253270		Q76EJ3	11046.0	11046.0
UXS1	80146.1	ENSG00000115652	ENST00000283148		Q8NBZ7	80146.0	80146.0
ENPP2	5168.1	ENSG00000136960	ENST00000259486	CHEMBL3691	Q13822	5168.0	5168.0
LALBA	3906.1	ENSG00000167531	ENST00000301046		P00709	3906.0	3906.0
UGCG	7357.1	ENSG00000148154	ENST00000374279	CHEMBL2063	Q16739	7357.0	7357.0
UGT1A1	54576.1	ENSG00000242366	ENST00000373450	CHEMBL1743318	Q9HAW9	54576.0	54576.0
UGT1A10	54575.1	ENSG00000242515	ENST00000344644	CHEMBL1743320	Q9HAW8	54575.0	54575.0
UGT1A6	54578.1	ENSG00000167165	ENST00000373424	CHEMBL1743316	P19224	54578.0	54578.0
UGT1A5	54579.1	ENSG00000240224	ENST00000373414		P35504	54579.0	54579.0
UGT1A9	54600.1	ENSG00000241119	ENST00000354728	CHEMBL1743319	O60656	54600.0	54600.0
UGT1A8	54658.1	ENSG00000241635	ENST00000305208	CHEMBL1287617	P22309	54658.0	54658.0
UGT1A3	54659.1	ENSG00000243135	ENST00000482026		P35503	54659.0	54659.0
UGT1A7	54577.1	ENSG00000244122	ENST00000373426	CHEMBL1743317	Q9HAW7	54577.0	54577.0
UGT1A4	54657.1	ENSG00000244474	ENST00000373409	CHEMBL3619	P22310	54657.0	54657.0
UGT2B7	7364.1	ENSG00000171234	ENST00000502942		P16662	7364.0	7364.0
UGT2B28	54490.1	ENSG00000135226	ENST00000335568	CHEMBL6189	Q9BY64	54490.0	54490.0
UGT2B17	7367.1	ENSG00000197888	ENST00000317746	CHEMBL4978	O75795	7367.0	7367.0
UGT2B11	10720.1	ENSG00000213759	ENST00000446444		O75310	10720.0	10720.0
UGT2B4	7363.1	ENSG00000156096	ENST00000512583		P06133	7363.0	7363.0
UGT2B10	7365.1	ENSG00000109181	ENST00000615213	CHEMBL6160	P36537	7365.0	7365.0
UGT2B15	7366.1	ENSG00000277132	ENST00000338206	CHEMBL6161	P54855	7366.0	7366.0
UROS	7390.1	ENSG00000188690	ENST00000616800		P10746	7390.0	7390.0
UROD	7389.1	ENSG00000126088	ENST00000246337	CHEMBL1681619	P06132	7389.0	7389.0
UROC1	131669.1	ENSG00000159650	ENST00000290868		Q96N76	131669.0	131669.0
SLC14A1	6563.1	ENSG00000141469	ENST00000321925	CHEMBL2390814	Q13336	6563.0	6563.0
SLC14A2	8170.1	ENSG00000132874	ENST00000586448		Q15849	8170.0	8170.0
UCKL1	54963.1	ENSG00000198276	ENST00000354216		Q9NWZ5	54963.0	54963.0
XDH	7498.1	ENSG00000158125	ENST00000379416	CHEMBL1929	P47989	7498.0	7498.0
XYLB	9942.1	ENSG00000093217	ENST00000427323			9942.0	9942.0
XYLT1	64131.1	ENSG00000103489	ENST00000261381		Q86Y38	64131.0	64131.0
XYLT2	64132.1	ENSG00000015532	ENST00000017003		Q9H1B5	64132.0	64132.0
DCXR	51181.1	ENSG00000169738	ENST00000577532		Q7Z4W1	51181.0	51181.0
MGEA5	10724.1	ENSG00000198408	ENST00000361464	CHEMBL5921	O60502	10724.0	10724.0
CP	1356.1	ENSG00000047457	ENST00000481169		Q61147	1356.0	1356.0
FTL	2512.1	ENSG00000087086	ENST00000331825		P02792	2512.0	2512.0
FTH1	2495.1	ENSG00000167996	ENST00000529191		Q8N4E7	2495.0	2495.0
FTMT	94033.1	ENSG00000181867	ENST00000321339		Q8N4E7	94033.0	94033.0
CYB5R3	1727.1	ENSG00000100243	ENST00000352397	CHEMBL2146	P00387	1727.0	1727.0
CYB5R1	51706.1	ENSG00000159348	ENST00000367249		Q9UHQ9	51706.0	51706.0
CYB5R2	51700.1	ENSG00000166394	ENST00000524790		Q6BCY4	51700.0	51700.0
NT5C1B-RDH14	100526794.1	ENSG00000250741	ENST00000532967			100526794.0	100526794.0
NIT2	56954.1	ENSG00000114021	ENST00000394140		Q9NQR4	56954.0	56954.0
ASPG	374569.1	ENSG00000166183	ENST00000551177		Q86U10	374569.0	374569.0
GGTLC1	92086.1	ENSG00000149435	ENST00000248923	CHEMBL5696	Q9BX51	92086.0	92086.0
GGT2	728441.1	ENSG00000133475	ENST00000619998			728441.0	102724197.0
LOC102724197	102724197.1	ENSG00000133475	ENST00000248923	CHEMBL5696		102724197.0	102724197.0
GGT7	2686.1	ENSG00000131067	ENST00000336431		Q9UJ14	2686.0	2686.0
GGT6	124975.1	ENSG00000167741	ENST00000301395		Q6P531	124975.0	124975.0
GGTLC2	91227.1	ENSG00000100121	ENST00000480559		Q14390	91227.0	91227.0
CBS	102724560.1	ENSG00000160200	ENST00000624406		P35520	102724560.0	875.0
CMAHP	8418.1	ENSG00000168405				8418.0	
CARNS1	57571.1	ENSG00000172508	ENST00000531040		A5YM72	57571.0	57571.0
ACOT7	11332.1	ENSG00000097021	ENST00000608083		O00154	11332.0	11332.0
PPT1	5538.1	ENSG00000131238	ENST00000433473	CHEMBL2331051	P50897	5538.0	5538.0
ACOT1	641371.1	ENSG00000184227	ENST00000311148	CHEMBL2189136	Q86TX2	641371.0	641371.0
PPT2	9374.1	ENSG00000231618	ENST00000447703		Q9UMR5	9374.0	9374.0
PECR	55825.1	ENSG00000115425	ENST00000442122			55825.0	55825.0
MECR	51102.1	ENSG00000116353	ENST00000373791		Q9BV79	51102.0	51102.0
ACADVL	37.1	ENSG00000072778	ENST00000543245		P49748	37.0	37.0
ACADL	33.1	ENSG00000115361	ENST00000233710		P28330	33.0	33.0
GLYCTK	132158.1	ENSG00000168237	ENST00000461183			132158.0	132158.0
AK4	100507855.1	ENSG00000162433	ENST00000546702			100507855.0	205.0
AASDHPPT	60496.1	ENSG00000149313	ENST00000533423		Q9CQF6	60496.0	60496.0
TMEM91	641649.1	ENSG00000142046	ENST00000539627			641649.0	641649.0
NAPRT	93100.1	ENSG00000278488	ENST00000621955			93100.0	93100.0
QPRT	23475.1	ENSG00000103485	ENST00000395384		Q15274	23475.0	23475.0
SCD5	79966.1	ENSG00000145284	ENST00000319540	CHEMBL1275210	Q86SK9	79966.0	79966.0
ADO	84890.1	ENSG00000181915	ENST00000373783		Q96SZ5	84890.0	84890.0
NUDT12	83594.1	ENSG00000112874	ENST00000230792		Q9BQG2	83594.0	83594.0
TST	7263.1	ENSG00000128311	ENST00000403892		Q16762	7263.0	7263.0
PYCR2	29920.1	ENSG00000143811	ENST00000343818		Q96C36	29920.0	29920.0
CYP51A1	1595.1	ENSG00000001630	ENST00000003100	CHEMBL3849	Q16850	1595.0	1595.0
SGPP2	130367.1	ENSG00000163082	ENST00000321276		Q8IWX5	130367.0	130367.0
SLC25A17	10478.1	ENSG00000100372	ENST00000263255		O70579	10478.0	10478.0
ABCG5	64240.1	ENSG00000138075	ENST00000260645		Q9H222	64240.0	64240.0
ABCG8	64241.1	ENSG00000143921	ENST00000272286		Q9H221	64241.0	64241.0
SLC13A5	284111.1	ENSG00000141485	ENST00000433363		Q86YT5	284111.0	284111.0
ALB	213.1	ENSG00000163631	ENST00000441319		P02768	213.0	213.0
SERPINA3	12.1	ENSG00000273259	ENST00000553947			12.0	12.0
SERPINA1	5265.1	ENSG00000277377	ENST00000440909		P07758	5265.0	5265.0
APOB	338.1	ENSG00000084674	ENST00000233242	CHEMBL4549	P04114	338.0	338.0
APOC1	341.1	ENSG00000130208	ENST00000588750		P02654	341.0	341.0
APOC4-APOC2	344.1	ENSG00000224916	ENST00000585685		Q05020	344.0	344.0
APOC3	345.1	ENSG00000110245	ENST00000433777		P02656	345.0	345.0
FGA	2243.1	ENSG00000171560	ENST00000302053	CHEMBL2364709	P02671	2243.0	2243.0
PLG	5340.1	ENSG00000122194	ENST00000366924		P20918	5340.0	5340.0
